,state,job_title,company,job_description,avg
228,VIC,Medical Scientist Grade 1,        Peter MacCallum Cancer Centre,"            RX1 - SCIENTIST GR 1 YR 1. Medical Scientists & Other. Peter Mac is one of a handful of integrated cancer research, education and treatment centres in the world...",87500.0
229,VIC,AI/NLP Research Scientist,        IBM,            AI/NLP Research Scientist. Lifecycle of machine learning project development. IBM Research is looking for Research scientist candidates to fill a position in...,87500.0
230,NSW,Junior Data Analyst,        SECORA,"            Junior Data Analyst. The Junior Data Analyst will; The Junior Data Analyst will undertake in depth evaluation and verification of data, ensuring information is...",77500.0
231,NSW,Machine Learning,        See-Mode Technologies,"            Experience in computer vision, medical image analysis, and machine learning. Strong programming skills in Python or C++....",87500.0
232,NSW,Data Scientist,        Freelancer.com,"            Proven experience as a data scientist or analyst. Extensive knowledge and experience in statistics, machine learning and big data analytics a plus....",87500.0
233,NSW,BUSINESS INTELLIGENCE ANALYST,        Torrens University Australia,            Facilitate business intelligence skill development. The Business Intelligence Analyst is responsible for the development and implementation of a suite of...,87500.0
234,QLD,Data Scientist/Analyst Programmer,        CareerHub,"Machine Learning methodologies. Programming - (C#, Python, Java, Pearl, Shell script, SQL, Matlab and similar)....",75000.0
235,NSW,Business Intelligence Analyst,        Laureate Education,            Facilitate business intelligence skill development. The Business Intelligence Analyst is responsible for the development and implementation of a suite of...,87500.0
236,NSW,Data Scientist,        Nearmap - AU,"            At Nearmap, we're growing our data science team, and we’re after a data scientist / machine learning engineer who’s got enough experience to just come in and...",87500.0
237,NSW,"Consumer Research Data Analyst, ANZ",        Mintel Group,            Consumer insights analyst of survey data:. Regularly field data requests and other research and statistics-related queries from Mintel consultants and business...,87500.0
238,NSW,Business Intelligence Data Modeller and ETL,        GWF,"            You will be joining the Central Analytics & Business Intelligence function that deliver solutions by designing, developing, supporting, and maintaining robust...",87500.0
239,NSW,Supply Chain & Procurement Business Analyst,        ISS,Business analysis using multiple data sources to explore and agree a baseline and promote procurement savings....,87500.0
240,NSW,Business AnalystCards & Payment ,        IBM,Business Analyst(Cards & Payment - 1 years fixed term hire - Sydney. We are currently recruiting Cards and Payments specialist - Business Analyst for a one year...,82110.0
241,VIC,Medical Scientist Grade 1,        Peter MacCallum Cancer Centre,"            RX1 - SCIENTIST GR 1 YR 1. Medical Scientists & Other. Peter Mac is one of a handful of integrated cancer research, education and treatment centres in the world...",87500.0
242,VIC,AI/NLP Research Scientist,        IBM,            AI/NLP Research Scientist. Lifecycle of machine learning project development. IBM Research is looking for Research scientist candidates to fill a position in...,87500.0
243,NSW,Supply Chain & Procurement Business Analyst,        ISS,Business analysis using multiple data sources to explore and agree a baseline and promote procurement savings....,87500.0
244,NSW,Business AnalystCards & Payment ,        IBM,Business Analyst(Cards & Payment - 1 years fixed term hire - Sydney. We are currently recruiting Cards and Payments specialist - Business Analyst for a one year...,82110.0
245,VIC,Medical Scientist Grade 1,        Peter MacCallum Cancer Centre,"            RX1 - SCIENTIST GR 1 YR 1. Medical Scientists & Other. Peter Mac is one of a handful of integrated cancer research, education and treatment centres in the world...",87500.0
246,VIC,AI/NLP Research Scientist,        IBM,            AI/NLP Research Scientist. Lifecycle of machine learning project development. IBM Research is looking for Research scientist candidates to fill a position in...,87500.0
247,NSW,Pathologist and Research Scientist ,        Australian Army,Research Scientists are also integral components of RAAMC and are responsible for performing research at the Joint Health Command unit - the Australian Army...,87500.0
248,NSW,Business Analyst Process Improvement Professional,        Children's Cancer Institute,            5+ years’ experience as a Business Analyst with extensive end to end process improvement. We currently have an exciting opportunity for a Business Analyst...,87500.0
249,NSW,Operations Analyst ,         chill,            You are passionate about the ability of data to change a business and how numbers can be transformed into key product insight....,87500.0
250,NSW,Property Analyst,        JLL,"            Taking the lead in quality management on the account data systems and client interface systems. The role also includes internal data system quality management,...",87500.0
251,NSW,Technical Marketing Content Writer freelance / part time,        Daisee,"            Daisee employs data scientists, software engineers and business professionals. Proven working experience in technical writing preferably in the field of...",90000.0
252,NSW,Programming Geek ,        AllAssignmentHelp.com,"            Knowledgeable with the concepts of Java, C, C++, PHP, Python, Javascript. We are looking for expert writers to help students globally in their Marketing and HR...",87500.0
253,NSW,Advanced Trainee,        NSW Health Service,Research and Teaching:. Participation in research projects. Participation in appropriate research projects....,87500.0
254,NSW,Executive Interviewer – Part Time,        Kim & Associates,            Cultivate and maintain relationship with Research Partners. Carry out quantitative and qualitative research interviews averaging 45 minutes....,87500.0
255,NSW,Budget Analyst,        The Treasury,            Chief Financial Officer Division / Corporate Services and Business Strategy Group. About the Roles....,87500.0
256,NSW,Provisional Fellow,        NSW Health Service,"            Demonstrated commitment to research. The position will be primarily focussed on clinical research related to patients with neuroendocrine tumours, but there...",87500.0
257,VIC, Technology Solutions Professional ,        Microsoft,"            You will lead and manage relationships with Data Scientists, Business Decision Makers (BDMs), App Dev Leads to drive Advanced Analytics platform adoption and...",87500.0
258,NSW,Airport Services Agent 9 months contract,        Qatar Airways,"            Experience - minimum 2 years of job-related experience required. Performs other related duties, as assigned, for the purpose of ensuring the efficient and...",87500.0
259,NSW,Airport Manager ,        Avis Budget Group,"            In addition to a competitive salary and product discounts, you'll be empowered to take responsibility and make decisions – to get on and do a great job!...",87500.0
261,NSW,Storepeople Stock Inventory,        JB Hi-Fi,            We are now looking for a Storeperson (Stock Inventory) to work at our Westfield Sydney store on a full time employment basis.Duties include processing incoming...,87500.0
263,NSW,Full,        Trusty Tailz,"            We require you to be able to work 5 days per week from 8.00am to 3.30 where you will pick up 4 dogs from their homes, take them to the park where they run off...",46800.0
265,Nan,Minesite Cleaner ,        Spotless,            If staff are required to obtain qualifications to perform other duties then Spotless will provide training to ensure staff will be able to perform these duties...,87500.0
266,NSW,Student Administration Officer,        University of Wollongong,"            You will be prompted to respond to the selection criteria as part of the online application process, based on the position description below....",87500.0
267,NSW,Junior Data Analyst,        SECORA,"            Junior Data Analyst. The Junior Data Analyst will; The Junior Data Analyst will undertake in depth evaluation and verification of data, ensuring information is...",77500.0
268,NSW,Machine Learning,        See-Mode Technologies,"            Experience in computer vision, medical image analysis, and machine learning. Strong programming skills in Python or C++....",87500.0
269,NSW,Data Scientist,        Freelancer.com,"            Proven experience as a data scientist or analyst. Extensive knowledge and experience in statistics, machine learning and big data analytics a plus....",87500.0
270,NSW,BUSINESS INTELLIGENCE ANALYST,        Torrens University Australia,            Facilitate business intelligence skill development. The Business Intelligence Analyst is responsible for the development and implementation of a suite of...,87500.0
271,QLD,Data Scientist/Analyst Programmer,        CareerHub,"Machine Learning methodologies. Programming - (C#, Python, Java, Pearl, Shell script, SQL, Matlab and similar)....",75000.0
272,NSW,Business Intelligence Analyst,        Laureate Education,            Facilitate business intelligence skill development. The Business Intelligence Analyst is responsible for the development and implementation of a suite of...,87500.0
273,NSW,Data Scientist,        Nearmap - AU,"            At Nearmap, we're growing our data science team, and we’re after a data scientist / machine learning engineer who’s got enough experience to just come in and...",87500.0
274,NSW,"Consumer Research Data Analyst, ANZ",        Mintel Group,            Consumer insights analyst of survey data:. Regularly field data requests and other research and statistics-related queries from Mintel consultants and business...,87500.0
275,NSW,Business Intelligence Data Modeller and ETL,        GWF,"            You will be joining the Central Analytics & Business Intelligence function that deliver solutions by designing, developing, supporting, and maintaining robust...",87500.0
276,NSW,Supply Chain & Procurement Business Analyst,        ISS,Business analysis using multiple data sources to explore and agree a baseline and promote procurement savings....,87500.0
277,NSW,Business AnalystCards & Payment ,        IBM,Business Analyst(Cards & Payment - 1 years fixed term hire - Sydney. We are currently recruiting Cards and Payments specialist - Business Analyst for a one year...,82110.0
278,VIC,Medical Scientist Grade 1,        Peter MacCallum Cancer Centre,"            RX1 - SCIENTIST GR 1 YR 1. Medical Scientists & Other. Peter Mac is one of a handful of integrated cancer research, education and treatment centres in the world...",87500.0
279,VIC,AI/NLP Research Scientist,        IBM,            AI/NLP Research Scientist. Lifecycle of machine learning project development. IBM Research is looking for Research scientist candidates to fill a position in...,87500.0
280,NSW,Pathologist and Research Scientist ,        Australian Army,Research Scientists are also integral components of RAAMC and are responsible for performing research at the Joint Health Command unit - the Australian Army...,87500.0
281,NSW,Business Analyst Process Improvement Professional,        Children's Cancer Institute,            5+ years’ experience as a Business Analyst with extensive end to end process improvement. We currently have an exciting opportunity for a Business Analyst...,87500.0
282,NSW,Operations Analyst ,         chill,            You are passionate about the ability of data to change a business and how numbers can be transformed into key product insight....,87500.0
283,NSW,Property Analyst,        JLL,"            Taking the lead in quality management on the account data systems and client interface systems. The role also includes internal data system quality management,...",87500.0
284,NSW,Technical Marketing Content Writer freelance / part time,        Daisee,"            Daisee employs data scientists, software engineers and business professionals. Proven working experience in technical writing preferably in the field of...",90000.0
285,NSW,Programming Geek ,        AllAssignmentHelp.com,"            Knowledgeable with the concepts of Java, C, C++, PHP, Python, Javascript. We are looking for expert writers to help students globally in their Marketing and HR...",87500.0
286,NSW,Advanced Trainee,        NSW Health Service,Research and Teaching:. Participation in research projects. Participation in appropriate research projects....,87500.0
287,NSW,Executive Interviewer – Part Time,        Kim & Associates,            Cultivate and maintain relationship with Research Partners. Carry out quantitative and qualitative research interviews averaging 45 minutes....,87500.0
288,NSW,Budget Analyst,        The Treasury,            Chief Financial Officer Division / Corporate Services and Business Strategy Group. About the Roles....,87500.0
289,NSW,Provisional Fellow,        NSW Health Service,"            Demonstrated commitment to research. The position will be primarily focussed on clinical research related to patients with neuroendocrine tumours, but there...",87500.0
290,VIC, Technology Solutions Professional ,        Microsoft,"            You will lead and manage relationships with Data Scientists, Business Decision Makers (BDMs), App Dev Leads to drive Advanced Analytics platform adoption and...",87500.0
291,NSW,Airport Services Agent 9 months contract,        Qatar Airways,"            Experience - minimum 2 years of job-related experience required. Performs other related duties, as assigned, for the purpose of ensuring the efficient and...",87500.0
292,NSW,Airport Manager ,        Avis Budget Group,"            In addition to a competitive salary and product discounts, you'll be empowered to take responsibility and make decisions – to get on and do a great job!...",87500.0
294,NSW,Storepeople Stock Inventory,        JB Hi-Fi,            We are now looking for a Storeperson (Stock Inventory) to work at our Westfield Sydney store on a full time employment basis.Duties include processing incoming...,87500.0
296,NSW,Full,        Trusty Tailz,"            We require you to be able to work 5 days per week from 8.00am to 3.30 where you will pick up 4 dogs from their homes, take them to the park where they run off...",46800.0
298,Nan,Minesite Cleaner ,        Spotless,            If staff are required to obtain qualifications to perform other duties then Spotless will provide training to ensure staff will be able to perform these duties...,87500.0
299,NSW,Student Administration Officer,        University of Wollongong,"            You will be prompted to respond to the selection criteria as part of the online application process, based on the position description below....",87500.0
300,NSW,Junior Data Analyst,        SECORA,"            Junior Data Analyst. The Junior Data Analyst will; The Junior Data Analyst will undertake in depth evaluation and verification of data, ensuring information is...",77500.0
301,NSW,Machine Learning,        See-Mode Technologies,"            Experience in computer vision, medical image analysis, and machine learning. Strong programming skills in Python or C++....",87500.0
302,NSW,Data Scientist,        Freelancer.com,"            Proven experience as a data scientist or analyst. Extensive knowledge and experience in statistics, machine learning and big data analytics a plus....",87500.0
303,NSW,BUSINESS INTELLIGENCE ANALYST,        Torrens University Australia,            Facilitate business intelligence skill development. The Business Intelligence Analyst is responsible for the development and implementation of a suite of...,87500.0
304,QLD,Data Scientist/Analyst Programmer,        CareerHub,"Machine Learning methodologies. Programming - (C#, Python, Java, Pearl, Shell script, SQL, Matlab and similar)....",75000.0
305,NSW,Business Intelligence Analyst,        Laureate Education,            Facilitate business intelligence skill development. The Business Intelligence Analyst is responsible for the development and implementation of a suite of...,87500.0
306,NSW,Data Scientist,        Nearmap - AU,"            At Nearmap, we're growing our data science team, and we’re after a data scientist / machine learning engineer who’s got enough experience to just come in and...",87500.0
307,NSW,"Consumer Research Data Analyst, ANZ",        Mintel Group,            Consumer insights analyst of survey data:. Regularly field data requests and other research and statistics-related queries from Mintel consultants and business...,87500.0
308,NSW,Business Intelligence Data Modeller and ETL,        GWF,"            You will be joining the Central Analytics & Business Intelligence function that deliver solutions by designing, developing, supporting, and maintaining robust...",87500.0
309,NSW,Supply Chain & Procurement Business Analyst,        ISS,Business analysis using multiple data sources to explore and agree a baseline and promote procurement savings....,87500.0
310,NSW,Business AnalystCards & Payment ,        IBM,Business Analyst(Cards & Payment - 1 years fixed term hire - Sydney. We are currently recruiting Cards and Payments specialist - Business Analyst for a one year...,82110.0
311,VIC,Medical Scientist Grade 1,        Peter MacCallum Cancer Centre,"            RX1 - SCIENTIST GR 1 YR 1. Medical Scientists & Other. Peter Mac is one of a handful of integrated cancer research, education and treatment centres in the world...",87500.0
312,VIC,AI/NLP Research Scientist,        IBM,            AI/NLP Research Scientist. Lifecycle of machine learning project development. IBM Research is looking for Research scientist candidates to fill a position in...,87500.0
313,NSW,Agile Business Analyst ,        Clear Recruitment,"            An understanding of Artificial Intelligence and Machine Learning, or experience working on cool innovation products....",195000.0
314,NSW,Data Scientist Python/R ,        Correlate Resources,            Work within a team of industry leading Data Scientists to map out the Gaming clients complex customer strategies to be optimised through Data Science and...,140000.0
315,NSW,Python / Spark Developer ,        Limelight Consulting Group Pty Ltd,"            A real passion for machine learning, data structures, distributed computing and artificial intelligence. My client, a leading technology business, focused on...",87500.0
316,NSW,Research Associate,        University of New South Wales,"            The research will involve theory, algorithm development (including large simulations) and analysis of real data. C programming, Linux, Matlab, R, Python;...",94500.0
317,VIC,DATA OPERATIONS ENGINEER & ANALYST,        University of Melbourne,"            Substantial background in DevOps, Data Engineering, Data Management, System/Data Administration, or large, complex, economic or social data....",91807.5
318,NSW,Postdoctoral Scientist,        Plant & Food Research,"            Plant & Food Research conducts research that adds value to fruit, vegetable, crop and food products. This is an exciting opportunity to contribute to our...",87500.0
319,Nan,Data Analyst,        Colonial First State,"Business Calendar activities. This assists in ensuring we deliver compliant reporting to meet licensing requirements, provide high value business intelligence...",87500.0
320,NSW,Pathologist and Research Scientist ,        Australian Army,Research Scientists are also integral components of RAAMC and are responsible for performing research at the Joint Health Command unit - the Australian Army...,87500.0
321,NSW,Business Analyst Process Improvement Professional,        Children's Cancer Institute,            5+ years’ experience as a Business Analyst with extensive end to end process improvement. We currently have an exciting opportunity for a Business Analyst...,87500.0
322,NSW,Operations Analyst ,         chill,            You are passionate about the ability of data to change a business and how numbers can be transformed into key product insight....,87500.0
323,NSW,Property Analyst,        JLL,"            Taking the lead in quality management on the account data systems and client interface systems. The role also includes internal data system quality management,...",87500.0
324,NSW,Technical Marketing Content Writer freelance / part time,        Daisee,"            Daisee employs data scientists, software engineers and business professionals. Proven working experience in technical writing preferably in the field of...",90000.0
325,NSW,Programming Geek ,        AllAssignmentHelp.com,"            Knowledgeable with the concepts of Java, C, C++, PHP, Python, Javascript. We are looking for expert writers to help students globally in their Marketing and HR...",87500.0
326,NSW,Advanced Trainee,        NSW Health Service,Research and Teaching:. Participation in research projects. Participation in appropriate research projects....,87500.0
327,NSW,Executive Interviewer – Part Time,        Kim & Associates,            Cultivate and maintain relationship with Research Partners. Carry out quantitative and qualitative research interviews averaging 45 minutes....,87500.0
328,NSW,Budget Analyst,        The Treasury,            Chief Financial Officer Division / Corporate Services and Business Strategy Group. About the Roles....,87500.0
329,NSW,Provisional Fellow,        NSW Health Service,"            Demonstrated commitment to research. The position will be primarily focussed on clinical research related to patients with neuroendocrine tumours, but there...",87500.0
330,VIC, Technology Solutions Professional ,        Microsoft,"            You will lead and manage relationships with Data Scientists, Business Decision Makers (BDMs), App Dev Leads to drive Advanced Analytics platform adoption and...",87500.0
331,NSW,Airport Services Agent 9 months contract,        Qatar Airways,"            Experience - minimum 2 years of job-related experience required. Performs other related duties, as assigned, for the purpose of ensuring the efficient and...",87500.0
332,NSW,Airport Manager ,        Avis Budget Group,"            In addition to a competitive salary and product discounts, you'll be empowered to take responsibility and make decisions – to get on and do a great job!...",87500.0
334,NSW,Storepeople Stock Inventory,        JB Hi-Fi,            We are now looking for a Storeperson (Stock Inventory) to work at our Westfield Sydney store on a full time employment basis.Duties include processing incoming...,87500.0
336,NSW,Full,        Trusty Tailz,"            We require you to be able to work 5 days per week from 8.00am to 3.30 where you will pick up 4 dogs from their homes, take them to the park where they run off...",46800.0
338,Nan,Minesite Cleaner ,        Spotless,            If staff are required to obtain qualifications to perform other duties then Spotless will provide training to ensure staff will be able to perform these duties...,87500.0
339,NSW,Student Administration Officer,        University of Wollongong,"            You will be prompted to respond to the selection criteria as part of the online application process, based on the position description below....",87500.0
340,NSW,Junior Data Analyst,        SECORA,"            Junior Data Analyst. The Junior Data Analyst will; The Junior Data Analyst will undertake in depth evaluation and verification of data, ensuring information is...",77500.0
341,NSW,Machine Learning,        See-Mode Technologies,"            Experience in computer vision, medical image analysis, and machine learning. Strong programming skills in Python or C++....",87500.0
342,NSW,Data Scientist,        Freelancer.com,"            Proven experience as a data scientist or analyst. Extensive knowledge and experience in statistics, machine learning and big data analytics a plus....",87500.0
343,NSW,BUSINESS INTELLIGENCE ANALYST,        Torrens University Australia,            Facilitate business intelligence skill development. The Business Intelligence Analyst is responsible for the development and implementation of a suite of...,87500.0
344,QLD,Data Scientist/Analyst Programmer,        CareerHub,"Machine Learning methodologies. Programming - (C#, Python, Java, Pearl, Shell script, SQL, Matlab and similar)....",75000.0
345,NSW,Business Intelligence Analyst,        Laureate Education,            Facilitate business intelligence skill development. The Business Intelligence Analyst is responsible for the development and implementation of a suite of...,87500.0
346,NSW,Data Scientist,        Nearmap - AU,"            At Nearmap, we're growing our data science team, and we’re after a data scientist / machine learning engineer who’s got enough experience to just come in and...",87500.0
347,NSW,"Consumer Research Data Analyst, ANZ",        Mintel Group,            Consumer insights analyst of survey data:. Regularly field data requests and other research and statistics-related queries from Mintel consultants and business...,87500.0
348,NSW,Business Intelligence Data Modeller and ETL,        GWF,"            You will be joining the Central Analytics & Business Intelligence function that deliver solutions by designing, developing, supporting, and maintaining robust...",87500.0
349,NSW,Supply Chain & Procurement Business Analyst,        ISS,Business analysis using multiple data sources to explore and agree a baseline and promote procurement savings....,87500.0
350,NSW,Business AnalystCards & Payment ,        IBM,Business Analyst(Cards & Payment - 1 years fixed term hire - Sydney. We are currently recruiting Cards and Payments specialist - Business Analyst for a one year...,82110.0
351,VIC,Medical Scientist Grade 1,        Peter MacCallum Cancer Centre,"            RX1 - SCIENTIST GR 1 YR 1. Medical Scientists & Other. Peter Mac is one of a handful of integrated cancer research, education and treatment centres in the world...",87500.0
352,VIC,AI/NLP Research Scientist,        IBM,            AI/NLP Research Scientist. Lifecycle of machine learning project development. IBM Research is looking for Research scientist candidates to fill a position in...,87500.0
353,NSW,Agile Business Analyst ,        Clear Recruitment,"            An understanding of Artificial Intelligence and Machine Learning, or experience working on cool innovation products....",195000.0
354,NSW,Data Scientist Python/R ,        Correlate Resources,            Work within a team of industry leading Data Scientists to map out the Gaming clients complex customer strategies to be optimised through Data Science and...,140000.0
355,NSW,Python / Spark Developer ,        Limelight Consulting Group Pty Ltd,"            A real passion for machine learning, data structures, distributed computing and artificial intelligence. My client, a leading technology business, focused on...",87500.0
356,NSW,Research Associate,        University of New South Wales,"            The research will involve theory, algorithm development (including large simulations) and analysis of real data. C programming, Linux, Matlab, R, Python;...",94500.0
357,VIC,DATA OPERATIONS ENGINEER & ANALYST,        University of Melbourne,"            Substantial background in DevOps, Data Engineering, Data Management, System/Data Administration, or large, complex, economic or social data....",91807.5
358,NSW,Postdoctoral Scientist,        Plant & Food Research,"            Plant & Food Research conducts research that adds value to fruit, vegetable, crop and food products. This is an exciting opportunity to contribute to our...",87500.0
359,Nan,Data Analyst,        Colonial First State,"Business Calendar activities. This assists in ensuring we deliver compliant reporting to meet licensing requirements, provide high value business intelligence...",87500.0
360,NSW,Junior Data Analyst ,        HelloFresh,            You have at least 1-year previous experience working in a research or data analyst role. You are passionate about the ability of data to change a business and...,87500.0
361,NSW,Data Analyst ,        Fluent Commerce,"            We're looking for a data nerd with aspirations of becoming a data scientist to help us with platform data analysis, platform usage insights and business metrics...",87500.0
362,NSW,2018/2019 Macquarie Summer Internship Program Opportunities...,        Macquarie Group Limited,"            Technical Business Analyst. Business Banking (Brisbane). Cash Equities Research (Sydney). You’ll be sitting side-by-side with business leaders, learning on the...",87500.0
363,VIC,Student Intern Melbourne,        SAP,"            With both platforms, you can build scalable and secure apps leveraging the latest mobile, Big Data, Machine Learning and Internet of Things technologies....",87500.0
364,NSW,Clinical AI Intern,        Medius Health,            Help provide information and expertise while learning about the workings of artificial intelligence in healthcare....,87500.0
365,NSW,Data Engineering Intern,        Medius Health,            Understanding of Business Intelligence concepts. SQL Data querying/general data analysis skills. We are looking for a Data Engineer Intern to join our growing...,87500.0
366,NSW,2018 / 2019 Summer Intern Program ,        Atlassian,"            We are a heavily data driven team, utilising a variety of data collection, enrichment, analytics and visualisations to learn about how complex systems operate....",87500.0
367,NSW,Vocational Internship Program: Climate Change and Renewable...,        south pole group,"            Understand client needs, gather market intelligence and identify industry trends. Support the research team by working on topics concerning Climate Action....",87500.0
368,NSW,Global Markets | Summer Analyst Internship 2019,        Bank of America,            Perform market and quantitative research analysis. Placement is determined after the hiring process matching the business needs and the interests/skills of the...,87500.0
369,NSW,Pathologist and Research Scientist ,        Australian Army,Research Scientists are also integral components of RAAMC and are responsible for performing research at the Joint Health Command unit - the Australian Army...,87500.0
370,NSW,Business Analyst Process Improvement Professional,        Children's Cancer Institute,            5+ years’ experience as a Business Analyst with extensive end to end process improvement. We currently have an exciting opportunity for a Business Analyst...,87500.0
371,NSW,Operations Analyst ,         chill,            You are passionate about the ability of data to change a business and how numbers can be transformed into key product insight....,87500.0
372,NSW,Property Analyst,        JLL,"            Taking the lead in quality management on the account data systems and client interface systems. The role also includes internal data system quality management,...",87500.0
373,NSW,Technical Marketing Content Writer freelance / part time,        Daisee,"            Daisee employs data scientists, software engineers and business professionals. Proven working experience in technical writing preferably in the field of...",90000.0
374,NSW,Programming Geek ,        AllAssignmentHelp.com,"            Knowledgeable with the concepts of Java, C, C++, PHP, Python, Javascript. We are looking for expert writers to help students globally in their Marketing and HR...",87500.0
375,NSW,Advanced Trainee,        NSW Health Service,Research and Teaching:. Participation in research projects. Participation in appropriate research projects....,87500.0
376,NSW,Executive Interviewer – Part Time,        Kim & Associates,            Cultivate and maintain relationship with Research Partners. Carry out quantitative and qualitative research interviews averaging 45 minutes....,87500.0
377,NSW,Budget Analyst,        The Treasury,            Chief Financial Officer Division / Corporate Services and Business Strategy Group. About the Roles....,87500.0
378,NSW,Provisional Fellow,        NSW Health Service,"            Demonstrated commitment to research. The position will be primarily focussed on clinical research related to patients with neuroendocrine tumours, but there...",87500.0
379,VIC, Technology Solutions Professional ,        Microsoft,"            You will lead and manage relationships with Data Scientists, Business Decision Makers (BDMs), App Dev Leads to drive Advanced Analytics platform adoption and...",87500.0
380,NSW,Airport Services Agent 9 months contract,        Qatar Airways,"            Experience - minimum 2 years of job-related experience required. Performs other related duties, as assigned, for the purpose of ensuring the efficient and...",87500.0
381,NSW,Airport Manager ,        Avis Budget Group,"            In addition to a competitive salary and product discounts, you'll be empowered to take responsibility and make decisions – to get on and do a great job!...",87500.0
383,NSW,Storepeople Stock Inventory,        JB Hi-Fi,            We are now looking for a Storeperson (Stock Inventory) to work at our Westfield Sydney store on a full time employment basis.Duties include processing incoming...,87500.0
385,NSW,Full,        Trusty Tailz,"            We require you to be able to work 5 days per week from 8.00am to 3.30 where you will pick up 4 dogs from their homes, take them to the park where they run off...",46800.0
387,Nan,Minesite Cleaner ,        Spotless,            If staff are required to obtain qualifications to perform other duties then Spotless will provide training to ensure staff will be able to perform these duties...,87500.0
388,NSW,Student Administration Officer,        University of Wollongong,"            You will be prompted to respond to the selection criteria as part of the online application process, based on the position description below....",87500.0
389,NSW,Junior Data Analyst,        SECORA,"            Junior Data Analyst. The Junior Data Analyst will; The Junior Data Analyst will undertake in depth evaluation and verification of data, ensuring information is...",77500.0
390,NSW,Machine Learning,        See-Mode Technologies,"            Experience in computer vision, medical image analysis, and machine learning. Strong programming skills in Python or C++....",87500.0
391,NSW,Data Scientist,        Freelancer.com,"            Proven experience as a data scientist or analyst. Extensive knowledge and experience in statistics, machine learning and big data analytics a plus....",87500.0
392,NSW,BUSINESS INTELLIGENCE ANALYST,        Torrens University Australia,            Facilitate business intelligence skill development. The Business Intelligence Analyst is responsible for the development and implementation of a suite of...,87500.0
393,QLD,Data Scientist/Analyst Programmer,        CareerHub,"Machine Learning methodologies. Programming - (C#, Python, Java, Pearl, Shell script, SQL, Matlab and similar)....",75000.0
394,NSW,Business Intelligence Analyst,        Laureate Education,            Facilitate business intelligence skill development. The Business Intelligence Analyst is responsible for the development and implementation of a suite of...,87500.0
395,NSW,Data Scientist,        Nearmap - AU,"            At Nearmap, we're growing our data science team, and we’re after a data scientist / machine learning engineer who’s got enough experience to just come in and...",87500.0
396,NSW,"Consumer Research Data Analyst, ANZ",        Mintel Group,            Consumer insights analyst of survey data:. Regularly field data requests and other research and statistics-related queries from Mintel consultants and business...,87500.0
397,NSW,Business Intelligence Data Modeller and ETL,        GWF,"            You will be joining the Central Analytics & Business Intelligence function that deliver solutions by designing, developing, supporting, and maintaining robust...",87500.0
398,NSW,Supply Chain & Procurement Business Analyst,        ISS,Business analysis using multiple data sources to explore and agree a baseline and promote procurement savings....,87500.0
399,NSW,Business AnalystCards & Payment ,        IBM,Business Analyst(Cards & Payment - 1 years fixed term hire - Sydney. We are currently recruiting Cards and Payments specialist - Business Analyst for a one year...,82110.0
400,VIC,Medical Scientist Grade 1,        Peter MacCallum Cancer Centre,"            RX1 - SCIENTIST GR 1 YR 1. Medical Scientists & Other. Peter Mac is one of a handful of integrated cancer research, education and treatment centres in the world...",87500.0
401,VIC,AI/NLP Research Scientist,        IBM,            AI/NLP Research Scientist. Lifecycle of machine learning project development. IBM Research is looking for Research scientist candidates to fill a position in...,87500.0
402,NSW,Agile Business Analyst ,        Clear Recruitment,"            An understanding of Artificial Intelligence and Machine Learning, or experience working on cool innovation products....",195000.0
403,NSW,Data Scientist Python/R ,        Correlate Resources,            Work within a team of industry leading Data Scientists to map out the Gaming clients complex customer strategies to be optimised through Data Science and...,140000.0
404,NSW,Python / Spark Developer ,        Limelight Consulting Group Pty Ltd,"            A real passion for machine learning, data structures, distributed computing and artificial intelligence. My client, a leading technology business, focused on...",87500.0
405,NSW,Research Associate,        University of New South Wales,"            The research will involve theory, algorithm development (including large simulations) and analysis of real data. C programming, Linux, Matlab, R, Python;...",94500.0
406,VIC,DATA OPERATIONS ENGINEER & ANALYST,        University of Melbourne,"            Substantial background in DevOps, Data Engineering, Data Management, System/Data Administration, or large, complex, economic or social data....",91807.5
407,NSW,Postdoctoral Scientist,        Plant & Food Research,"            Plant & Food Research conducts research that adds value to fruit, vegetable, crop and food products. This is an exciting opportunity to contribute to our...",87500.0
408,Nan,Data Analyst,        Colonial First State,"Business Calendar activities. This assists in ensuring we deliver compliant reporting to meet licensing requirements, provide high value business intelligence...",87500.0
409,NSW,Junior Data Analyst ,        HelloFresh,            You have at least 1-year previous experience working in a research or data analyst role. You are passionate about the ability of data to change a business and...,87500.0
410,NSW,Data Analyst ,        Fluent Commerce,"            We're looking for a data nerd with aspirations of becoming a data scientist to help us with platform data analysis, platform usage insights and business metrics...",87500.0
411,NSW,2018/2019 Macquarie Summer Internship Program Opportunities...,        Macquarie Group Limited,"            Technical Business Analyst. Business Banking (Brisbane). Cash Equities Research (Sydney). You’ll be sitting side-by-side with business leaders, learning on the...",87500.0
412,VIC,Student Intern Melbourne,        SAP,"            With both platforms, you can build scalable and secure apps leveraging the latest mobile, Big Data, Machine Learning and Internet of Things technologies....",87500.0
413,NSW,Clinical AI Intern,        Medius Health,            Help provide information and expertise while learning about the workings of artificial intelligence in healthcare....,87500.0
