,age,gender,amount,fraud,es_transportation,es_health,es_hyper,es_food,es_wellnessandbeauty,es_fashion,es_hotelservices,es_sportsandtoys,es_barsandrestaurants,es_home,es_tech,es_contents,es_otherservices,es_travel,es_leisure
581197,2,M,29.69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439162,2,F,32.01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
468365,4,M,35.76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229483,2,M,6.63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141688,6,F,36.53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
378835,3,M,38.77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
420536,5,F,44.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481768,4,M,12.32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257085,1,M,104.24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
102389,2,M,28.68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25689,2,M,12.52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109535,5,M,39.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87878,2,F,10.41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13159,1,M,66.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362051,6,F,27.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384050,5,F,30.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516175,2,F,57.16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347991,2,F,134.28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
133230,3,M,51.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399638,2,M,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362578,2,M,36.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176037,5,F,18.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555220,3,F,24.82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285594,1,M,100.46,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
443303,5,F,10.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265648,2,M,43.39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338966,5,F,37.38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11029,1,F,1.0998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414807,3,F,4.63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140632,3,M,50.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
275354,2,F,60.41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137838,2,F,41.68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524797,1,F,38.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326319,4,F,44.11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508589,1,M,95.23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
557769,2,F,20.95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
236424,2,F,18.76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162956,3,F,3.08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63973,4,M,20.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529461,1,F,15.82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
556807,3,F,18.38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8947,4,M,154.69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
198893,4,M,38.91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296062,2,M,28.49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163378,1,F,1.44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542047,2,M,27.11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227479,3,M,6.91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418267,2,F,49.16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93291,3,M,18.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246219,6,M,36.44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
291728,3,M,236.1474,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
267773,2,F,18.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53226,1,M,36.31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258454,3,M,52.39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259858,5,M,29.57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
314068,2,M,50.47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
397465,2,F,68.32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58731,1,F,90.66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25619,2,M,11.43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5294,3,F,65.79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513361,3,M,40.27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15451,2,M,42.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514641,2,F,2.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192675,4,M,44.59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245827,2,F,28.86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206218,4,M,34.88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361274,5,F,25.12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
404985,3,F,63.71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57231,1,M,51.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257839,4,F,36.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470200,3,M,4.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330487,3,M,1.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104159,2,M,13.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309247,2,M,38.86,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
216126,3,F,48.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503981,2,F,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
316835,3,M,9.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89014,2,M,26.46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54921,1,M,2.66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24698,3,F,43.53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90320,4,F,24.76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315428,2,M,50.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246615,3,M,42.73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501608,2,M,28.84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
334807,3,M,7.18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507558,4,M,47.41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343261,3,F,57.99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
80131,3,M,2.65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
72420,1,M,15.89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
522544,3,M,67.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392726,1,F,55.26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325868,6,M,60.12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256333,2,F,115.48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
220152,6,F,13.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517569,5,F,126.53,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
538356,3,M,16.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98259,3,F,42.08,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
251135,3,M,9.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567722,2,M,9.61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222655,2,M,16.94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18684,1,M,1.0998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463874,1,F,35.53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364856,4,F,27.52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371446,4,M,75.15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
159299,2,F,140.69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
428164,3,M,39.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320140,4,F,42.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228255,4,F,27.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18824,4,F,56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298860,2,F,65.52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164361,2,M,16.53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37441,5,F,23.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510856,2,F,50.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233821,6,F,37.97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416971,2,M,19.72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250362,2,M,59.36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408726,3,F,9.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8869,3,F,82.06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
551702,3,F,30.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298731,1,M,2.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188408,2,M,1.51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305105,3,M,48.23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373459,3,F,21.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530088,3,M,13.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433825,3,M,11.96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308815,2,M,30.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117215,2,M,77.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380604,4,F,30.49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398358,6,F,1.0998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365806,2,M,72.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95757,2,F,13.39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104975,6,M,10.88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516124,1,F,11.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27627,4,F,25.81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449096,2,F,3.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73855,2,M,35.35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
345370,2,F,56.22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
327025,3,F,39.16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
197885,5,F,31.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181953,3,F,58.91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169903,1,F,24.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343980,5,M,77.59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
283491,4,F,31.23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224904,3,M,2.49,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48639,4,M,32.16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148189,1,M,3.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469819,1,F,44.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450376,3,M,4.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100227,2,F,56.41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169595,3,F,18.91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575760,5,F,34.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298708,2,F,46.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30708,3,F,15.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513518,2,M,52.73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189834,2,F,8.86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347507,3,M,8.94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323600,2,F,1.0998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134311,2,F,28.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318117,3,F,1.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557321,1,F,12.91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58785,3,M,16.79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480791,1,F,30.36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267764,2,M,45.74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200102,2,F,39.78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257883,3,F,12.39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117009,2,F,18.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339853,2,F,15.88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359903,4,F,49.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234004,3,M,15.21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563256,2,F,33.47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550331,2,M,7.14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65908,1,M,23.57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277945,5,M,3.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148193,4,F,48.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482703,5,F,14.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370214,5,M,53.21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297162,2,M,1.0998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111450,2,F,58.96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444493,3,M,59.05,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
476407,3,F,33.58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304148,6,F,14.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576251,4,F,50.48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563074,4,M,32.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207478,2,F,54.13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
180302,3,M,11.44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423520,3,M,65.34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
579040,3,F,51.47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537589,2,M,14.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285205,5,M,3.46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268682,3,M,38.12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163521,3,F,28.63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143446,1,M,10.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332302,4,F,21.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593027,1,M,14.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346988,2,F,38.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262965,2,F,16.14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407988,1,F,48.58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66266,4,F,43.53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76721,1,F,35.61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193560,2,M,34.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146018,1,M,31.91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581797,3,F,25.53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575841,1,M,44.46,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334034,4,M,15.44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460742,3,M,12.57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96190,1,M,40.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290573,2,M,32.43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381968,4,F,13.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70568,3,M,29.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84400,2,M,5.71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590956,5,M,44.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530608,2,M,41.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495498,3,F,15.19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295152,4,F,24.31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
449847,1,M,25.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511847,2,F,21.51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113855,2,M,44.61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183238,5,F,22.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477864,3,M,38.12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
229348,5,F,29.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565218,2,F,1.0998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223479,1,F,14.68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143611,5,M,41.32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549188,2,M,11.87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14938,5,M,44.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94906,4,M,35.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439239,3,F,36.58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303242,4,M,11.27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4815,2,F,11.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381207,5,M,85.88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160646,5,F,24.84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565860,6,M,41.43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319963,2,F,37.71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87117,1,F,49.53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235426,2,F,35.92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467701,1,M,1.0998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354846,5,F,24.58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202905,4,M,7.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128834,3,F,41.95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
307539,2,M,26.31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376248,5,M,32.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223424,3,F,39.84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547645,2,F,15.63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264159,4,F,38.68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327753,1,M,32.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229608,4,F,5.48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164013,3,M,6.14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404120,3,F,37.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474484,2,F,71.92,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
508513,5,M,14.79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178254,3,F,30.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527174,2,M,21.73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446083,4,F,42.68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135747,3,F,26.08,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586550,1,M,17.92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129882,2,M,55.26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291475,6,M,24.01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335759,3,F,9.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17575,2,M,9.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209672,1,F,49.31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
399652,4,F,5.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209751,5,M,63.31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184336,4,F,49.21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555727,2,M,37.22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361781,3,M,21.59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110920,5,F,16.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358420,3,F,9.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221120,5,F,15.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181647,4,M,57.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
256965,6,F,45.77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112520,5,M,16.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279617,4,F,1.0998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
133321,5,M,16.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301944,5,F,58.39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396564,1,F,22.47,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593778,4,M,27.15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
562808,2,M,1.0998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49440,3,M,35.28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74136,2,F,30.29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146415,2,F,37.28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271400,3,F,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227322,5,M,41.81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12299,2,F,39.88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325959,3,F,42.59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59919,2,F,48.29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
556247,3,M,27.43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486200,2,F,28.98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131656,1,F,8.17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194678,3,F,42.43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
488543,3,M,22.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442448,2,F,55.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456032,1,M,16.58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100528,2,F,63.74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326368,4,F,19.77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319355,6,F,65.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339543,4,M,48.89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398185,6,M,79.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418047,2,F,12.94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204272,2,M,1.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139721,3,F,28.67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97596,4,M,19.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425556,1,M,29.37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324839,3,F,5.62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357653,3,M,73.57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41481,1,F,38.07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226007,3,F,64.32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
273490,2,F,24.72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437868,3,M,46.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63979,3,F,26.15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381288,4,M,57.23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193570,4,M,19.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345834,2,M,6.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498955,4,F,27.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7077,2,M,39.21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141904,4,F,39.18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2115,1,F,101.79,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
455283,2,F,25.63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589704,2,F,43.48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
525405,3,M,12.31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38923,5,M,8.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30532,2,F,44.39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373784,2,F,52.56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
